,Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Date,Cancellation Date
5907,741483,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,97789.0,Married,Nova,4528.74,Standard,2015-01-01,
5908,526867,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,79568.0,Married,Nova,4529.06,Standard,2018-08-01,
5909,432031,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,101245.0,Married,Nova,4529.07,Standard,2016-01-01,
5910,490806,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,78936.0,Single,Nova,4529.97,Standard,2013-09-01,
5911,587136,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,78936.0,Single,Nova,4529.97,Standard,2014-05-01,2017-11-01
5912,424451,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Single,Nova,4529.98,Standard,2018-11-01,
5913,295906,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,70658.0,Married,Nova,4530.39,Standard,2013-04-01,
5914,306596,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,70658.0,Married,Nova,4530.39,Standard,2018-06-01,
5915,246737,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,,Single,Nova,4531.68,Standard,2016-06-01,
5916,256544,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,92128.0,Single,Nova,4538.85,Standard,2018-07-01,
5917,344580,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,92128.0,Single,Nova,4538.85,Standard,2017-10-01,
5918,534904,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,75487.0,Married,Nova,4540.38,Standard,2013-01-01,
5919,713998,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Married,Nova,4549.08,Standard,2014-10-01,
5920,602222,Canada,Ontario,Trenton,K8V 4B2,Female,High School or Below,67969.0,Married,Nova,4549.34,Standard,2017-06-01,
5921,366161,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,43859.0,Married,Nova,4674.71,2018 Promotion,2018-02-01,
5922,575123,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,,Married,Nova,4553.19,Standard,2012-09-01,
5923,707869,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,76590.0,Married,Nova,4553.81,Standard,2014-09-01,
5924,752688,Canada,Ontario,Ottawa,K1G 4Z0,Male,High School or Below,72155.0,Divorced,Nova,4556.07,Standard,2015-05-01,
5925,327015,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Nova,4558.5,Standard,2014-06-01,
5926,442868,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,,Single,Nova,4558.59,Standard,2013-09-01,
5927,703160,Canada,Saskatchewan,Regina,S6J 3G0,Male,High School or Below,80050.0,Married,Nova,4561.27,Standard,2016-08-01,2016-11-01
5928,681649,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,60582.0,Divorced,Nova,4563.02,Standard,2012-05-01,
5929,507189,Canada,Quebec,Tremblant,H5Y 2S9,Female,Doctor,115060.0,Married,Nova,4567.87,Standard,2014-03-01,
5930,698915,Canada,New Brunswick,Moncton,E1A 2A7,Female,Doctor,115060.0,Married,Nova,4567.87,Standard,2016-01-01,2016-09-01
5931,111176,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Nova,4568.82,Standard,2014-06-01,
5932,893789,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,98851.0,Divorced,Nova,4571.51,Standard,2016-03-01,
5933,764844,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,90047.0,Single,Nova,4571.61,Standard,2018-07-01,
5934,397820,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Single,Nova,4574.55,Standard,2016-09-01,
5935,464187,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Nova,4574.55,Standard,2013-09-01,
5936,692741,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,55985.0,Single,Nova,4574.92,Standard,2013-04-01,2016-05-01
5937,782606,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,61294.0,Married,Nova,4579.61,Standard,2018-12-01,
5938,898437,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,68171.0,Divorced,Nova,4582.16,Standard,2015-02-01,
5939,788407,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Divorced,Nova,4582.65,Standard,2016-02-01,
5940,310252,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,82460.0,Married,Nova,4582.67,Standard,2016-01-01,
5941,147700,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,48538.0,Married,Nova,4583.1,Standard,2016-01-01,
5942,547190,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,101280.0,Married,Nova,4583.75,Standard,2016-05-01,
5943,654086,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,94285.0,Married,Nova,4584.14,Standard,2015-09-01,
5944,919818,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,92859.0,Married,Nova,4591.63,Standard,2013-09-01,
5945,763084,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,60484.0,Married,Nova,4594.29,Standard,2013-12-01,
5946,204237,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,4595.04,Standard,2016-01-01,2018-03-01
5947,611086,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,87781.0,Married,Nova,4595.46,Standard,2017-03-01,
5948,205367,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,69609.0,Married,Nova,4598.24,Standard,2017-06-01,
5949,422245,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,93662.0,Married,Nova,4601.63,Standard,2018-11-01,
5950,152139,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,80320.0,Single,Nova,4603.98,Standard,2017-01-01,
5951,558248,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,80320.0,Single,Nova,4603.98,Standard,2015-02-01,2015-10-01
5952,278865,Canada,Quebec,Quebec City,G1B 3L5,Female,High School or Below,65673.0,Single,Nova,4605.04,Standard,2013-03-01,
5953,320685,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,65673.0,Single,Nova,4605.04,Standard,2013-04-01,
5954,459099,Canada,Ontario,Toronto,P5S 6R4,Female,High School or Below,65673.0,Single,Nova,4605.04,Standard,2013-01-01,
5955,811619,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,65673.0,Single,Nova,4605.04,Standard,2014-12-01,
5956,342007,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,54227.0,Married,Nova,4897.98,2018 Promotion,2018-04-01,
5957,733658,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Divorced,Nova,4605.27,Standard,2017-01-01,
5958,939760,Canada,Ontario,Toronto,M8Y 4K8,Male,Doctor,139884.0,Single,Nova,4607.24,Standard,2015-12-01,2016-10-01
5959,298829,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Nova,4611.25,Standard,2015-06-01,
5960,650466,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Nova,4623.54,Standard,2016-09-01,
5961,226422,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,2014-01-01,
5962,314189,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,2018-09-01,
5963,436969,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,2014-06-01,
5964,544837,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,2017-05-01,
5965,560936,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,2015-08-01,
5966,636965,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Nova,4630.36,Standard,2017-07-01,
5967,266516,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Nova,4633.1,Standard,2015-11-01,
5968,346103,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,75379.0,Single,Nova,4633.34,Standard,2017-02-01,
5969,778393,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,68677.0,Married,Nova,4633.45,Standard,2012-07-01,
5970,259700,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,53204.0,Married,Nova,4633.55,Standard,2018-08-01,
5971,234588,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Master,123828.0,Married,Nova,4636.55,Standard,2015-08-01,
5972,580834,Canada,Ontario,Trenton,K8V 4B2,Male,Master,123828.0,Married,Nova,4636.55,Standard,2017-02-01,
5973,733601,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Divorced,Nova,4637.54,Standard,2018-09-01,
5974,402177,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Divorced,Nova,4638.95,Standard,2018-10-01,
5975,959192,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Divorced,Nova,4638.95,Standard,2015-04-01,
5976,718031,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Nova,4639.04,Standard,2012-09-01,
5977,187390,Canada,Alberta,Peace River,T9O 2W2,Female,College,,Divorced,Nova,4644.7,Standard,2017-12-01,
5978,603587,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,59369.0,Married,Nova,4646.39,Standard,2014-11-01,
5979,425717,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Married,Nova,4648.54,Standard,2013-05-01,2018-05-01
5980,301323,Canada,New Brunswick,Moncton,E1A 2A7,Female,Master,105829.0,Married,Nova,5926.73,2018 Promotion,2018-04-01,
5981,276806,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,82147.0,Single,Nova,6019.93,2018 Promotion,2018-04-01,
5982,472964,Canada,Quebec,Montreal,H4G 3T4,Female,Master,128352.0,Single,Nova,4650.06,Standard,2013-12-01,
5983,499027,Canada,Ontario,London,M5B 3E4,Male,Master,128352.0,Single,Nova,4650.06,Standard,2012-07-01,
5984,761240,Canada,Quebec,Montreal,H2Y 2W2,Female,Master,128352.0,Single,Nova,4650.06,Standard,2012-07-01,
5985,885933,Canada,Ontario,Ottawa,K1F 2R2,Male,Master,128352.0,Single,Nova,4650.06,Standard,2015-09-01,
5986,945199,Canada,Ontario,Toronto,P1W 1K4,Female,Master,128352.0,Single,Nova,4650.06,Standard,2017-12-01,
5987,501655,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Nova,4650.68,Standard,2016-02-01,
5988,530425,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,4650.68,Standard,2013-08-01,
5989,173252,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Nova,4652.91,Standard,2014-11-01,
5990,148258,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,91825.0,Married,Nova,4654.58,Standard,2017-03-01,2018-09-01
5991,307159,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,College,,Single,Nova,4654.84,Standard,2012-11-01,
5992,140079,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,54139.0,Divorced,Nova,4655.21,Standard,2012-10-01,
5993,345615,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,4655.39,Standard,2017-06-01,
5994,996238,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,96476.0,Divorced,Nova,4655.61,Standard,2015-01-01,
5995,540751,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Married,Nova,4656.49,Standard,2016-11-01,
5996,798672,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,53178.0,Married,Nova,4656.67,Standard,2017-06-01,
5997,929451,Canada,Alberta,Edmonton,T9G 1W3,Male,Doctor,148510.0,Single,Nova,4657.16,Standard,2014-01-01,
5998,526316,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Nova,4660.01,Standard,2016-12-01,
5999,913571,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Nova,4661.98,Standard,2014-01-01,
6000,142122,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2018-12-01,
6001,338837,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,87635.0,Married,Nova,4669.23,Standard,2015-04-01,2015-12-01
6002,381065,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2015-08-01,2017-03-01
6003,492883,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,87635.0,Married,Nova,4669.23,Standard,2013-05-01,
6004,656288,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2016-11-01,
6005,684699,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,87635.0,Married,Nova,4669.23,Standard,2015-01-01,2015-03-01
6006,731373,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2018-11-01,
6007,840262,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2012-08-01,
6008,844641,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Nova,4671.42,Standard,2016-01-01,
6009,582674,Canada,New Brunswick,Fredericton,E3B 2H2,Male,High School or Below,32785.0,Married,Nova,9546.82,2018 Promotion,2018-04-01,
6010,611481,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,92717.0,Married,Nova,4678.42,Standard,2017-05-01,
6011,526586,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,50337.0,Married,Nova,4683.44,Standard,2016-01-01,
6012,202035,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,88748.0,Married,Nova,4685.5,Standard,2018-11-01,
6013,112226,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,74413.0,Married,Nova,4686.47,Standard,2014-01-01,
6014,712362,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,74413.0,Married,Nova,4686.47,Standard,2016-06-01,
6015,614574,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,55795.0,Married,Nova,4686.81,Standard,2017-12-01,
6016,198570,Canada,British Columbia,Victoria,V10 6T5,Female,Doctor,266718.0,Married,Nova,4688.46,Standard,2018-05-01,
6017,622953,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,266718.0,Married,Nova,4688.46,Standard,2014-02-01,2014-10-01
6018,415402,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,63640.0,Divorced,Nova,4690.79,Standard,2017-06-01,
6019,749705,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,63640.0,Divorced,Nova,4690.79,Standard,2013-06-01,
6020,854249,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Nova,4691.04,Standard,2013-09-01,
6021,981117,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Nova,4692.1,Standard,2017-08-01,
6022,166175,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,91500.0,Single,Nova,10391.78,2018 Promotion,2018-04-01,
6023,138475,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,90709.0,Married,Nova,4698.88,Standard,2013-01-01,
6024,888417,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,90709.0,Married,Nova,4698.88,Standard,2014-12-01,
6025,573347,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Nova,4700.42,Standard,2018-12-01,
6026,307622,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,66905.0,Married,Nova,4708.2,Standard,2016-12-01,
6027,451042,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,50085.0,Married,Nova,4711.04,Standard,2015-05-01,2016-01-01
6028,486600,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,96694.0,Married,Nova,4711.08,Standard,2015-01-01,
6029,761403,Canada,Alberta,Banff,T4V 1D4,Female,College,,Married,Nova,4715.32,Standard,2014-02-01,
6030,356712,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,50746.0,Married,Nova,4716.26,Standard,2013-10-01,
6031,432716,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,46801.0,Married,Nova,4717.63,Standard,2015-05-01,
6032,805008,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,46801.0,Married,Nova,4717.63,Standard,2016-12-01,
6033,902679,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,97502.0,Married,Nova,4719.45,Standard,2015-09-01,
6034,924469,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,51135.0,Single,Nova,4720.61,Standard,2015-10-01,
6035,505776,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Single,Nova,4721.66,Standard,2018-01-01,
6036,467607,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,22850.0,Married,Nova,14748.92,2018 Promotion,2018-04-01,
6037,722566,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,53268.0,Married,Nova,4723.45,Standard,2014-07-01,
6038,216573,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,49458.0,Married,Nova,4724.79,Standard,2013-01-01,
6039,727952,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,49458.0,Married,Nova,4724.79,Standard,2018-05-01,
6040,323099,Canada,British Columbia,Vancouver,V1E 4R6,Male,High School or Below,45384.0,Married,Nova,4726.87,Standard,2018-07-01,
6041,538042,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,45384.0,Married,Nova,4726.87,Standard,2015-12-01,
6042,601143,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,High School or Below,45384.0,Married,Nova,4726.87,Standard,2012-09-01,
6043,641827,Canada,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,45384.0,Married,Nova,4726.87,Standard,2014-03-01,2014-11-01
6044,798871,Canada,Ontario,Ottawa,K1G 4Z0,Male,High School or Below,45384.0,Married,Nova,4726.87,Standard,2015-07-01,
6045,200326,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Married,Nova,4727.83,Standard,2016-09-01,
6046,434430,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Married,Nova,4727.83,Standard,2016-02-01,2016-11-01
6047,872669,Canada,Ontario,Toronto,P2T 6G3,Female,High School or Below,80235.0,Divorced,Nova,4729.59,Standard,2012-10-01,
6048,992065,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,83007.0,Married,Nova,4731.75,Standard,2017-10-01,2018-06-01
6049,718887,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Nova,4734.26,Standard,2014-03-01,
6050,238647,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,78722.0,Married,Nova,4737.84,Standard,2016-05-01,
6051,757270,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Nova,4737.87,Standard,2016-12-01,2017-08-01
6052,924489,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Nova,4737.87,Standard,2017-05-01,
6053,453165,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Nova,4738.99,Standard,2017-03-01,2017-06-01
6054,998972,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Married,Nova,4739.3,Standard,2013-06-01,2017-12-01
6055,695385,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,68089.0,Married,Nova,4739.35,Standard,2014-07-01,2015-08-01
6056,947635,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,57546.0,Single,Nova,4739.86,Standard,2016-11-01,
6057,249466,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Single,Nova,4741.81,Standard,2015-04-01,
6058,862659,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Nova,4741.81,Standard,2013-12-01,2018-03-01
6059,987153,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,78659.0,Married,Nova,4742.11,Standard,2014-07-01,
6060,985374,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,89419.0,Married,Nova,4742.62,Standard,2016-04-01,
6061,485282,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,92944.0,Married,Nova,4743.69,Standard,2012-11-01,
6062,851830,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,92944.0,Married,Nova,4743.69,Standard,2013-05-01,
6063,253852,Canada,Alberta,Peace River,T9O 2W2,Male,Doctor,112349.0,Married,Nova,4746.69,Standard,2014-02-01,
6064,746863,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,71458.0,Married,Nova,4746.76,Standard,2018-11-01,
6065,958923,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,62761.0,Single,Nova,4747.73,Standard,2012-09-01,
6066,777871,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Single,Nova,4748.79,Standard,2012-10-01,
6067,976623,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Nova,4754.45,Standard,2013-05-01,
6068,338212,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,54507.0,Divorced,Nova,4754.65,Standard,2015-11-01,
6069,897387,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,54507.0,Divorced,Nova,4754.65,Standard,2013-11-01,
6070,460058,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,84734.0,Married,Nova,4755.76,Standard,2017-07-01,
6071,158400,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,67717.0,Divorced,Nova,4756.91,Standard,2014-09-01,
6072,662880,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,81290.0,Married,Nova,4757.24,Standard,2014-10-01,
6073,179489,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,85182.0,Married,Nova,4758.19,Standard,2018-09-01,
6074,508501,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,99465.0,Married,Nova,4758.47,Standard,2012-08-01,
6075,382953,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Nova,4758.56,Standard,2012-10-01,
6076,845180,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Nova,4758.56,Standard,2018-01-01,
6077,209357,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,51479.0,Married,Nova,4759.62,Standard,2015-05-01,
6078,705243,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,51479.0,Married,Nova,4759.62,Standard,2015-01-01,
6079,371580,Canada,Ontario,Sudbury,M5V 1G5,Female,High School or Below,53086.0,Married,Nova,4762.56,Standard,2012-06-01,
6080,290109,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Divorced,Nova,16468.22,2018 Promotion,2018-03-01,
6081,771259,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,83445.0,Married,Nova,4766.65,Standard,2014-02-01,
6082,404434,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,,Single,Nova,4767.69,Standard,2012-07-01,
6083,164226,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,69331.0,Married,Nova,4768.96,Standard,2014-04-01,
6084,794620,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,69331.0,Married,Nova,4768.96,Standard,2018-07-01,
6085,101148,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,High School or Below,45229.0,Single,Nova,4770.55,Standard,2012-11-01,
6086,442018,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,45229.0,Single,Nova,4770.55,Standard,2017-07-01,
6087,804137,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,45229.0,Single,Nova,4770.55,Standard,2013-03-01,
6088,743879,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,78644.0,Divorced,Nova,4770.74,Standard,2016-07-01,
6089,403282,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,50249.0,Married,Nova,4772.93,Standard,2017-09-01,
6090,203947,Canada,Ontario,Sudbury,M5V 1G5,Male,Master,105231.0,Divorced,Nova,4772.94,Standard,2017-01-01,2017-07-01
6091,360472,Canada,Quebec,Montreal,H2Y 2W2,Female,Master,105231.0,Divorced,Nova,4772.94,Standard,2012-12-01,
6092,568798,Canada,Alberta,Edmonton,T3G 6Y6,Male,Master,105231.0,Divorced,Nova,4772.94,Standard,2017-10-01,
6093,569369,Canada,Ontario,Toronto,M2M 6J7,Male,Master,105231.0,Divorced,Nova,4772.94,Standard,2017-06-01,
6094,858961,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Master,105231.0,Divorced,Nova,4772.94,Standard,2014-08-01,
6095,411734,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Nova,4774.38,Standard,2015-01-01,
6096,318902,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Nova,4774.75,Standard,2015-05-01,
6097,591367,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Nova,4774.75,Standard,2017-04-01,
6098,747993,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Nova,4774.75,Standard,2017-02-01,
6099,251324,Canada,Ontario,Toronto,M2Z 4K1,Female,College,,Married,Nova,4777.12,Standard,2012-09-01,
6100,394946,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Divorced,Nova,4778.68,Standard,2016-11-01,2017-07-01
6101,190529,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Nova,4784.42,Standard,2015-02-01,
6102,569677,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,58273.0,Divorced,Nova,19690.44,2018 Promotion,2018-03-01,
6103,331669,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Nova,4787.21,Standard,2017-02-01,2017-10-01
6104,488853,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Nova,4787.47,Standard,2013-01-01,
6105,130032,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,330419.0,Married,Nova,25640.24,2018 Promotion,2018-03-01,
6106,350001,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Married,Nova,4788.93,Standard,2015-05-01,
6107,873551,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Star,2320.52,2018 Promotion,2018-03-01,
6108,408561,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Doctor,288934.0,Married,Nova,4791.08,Standard,2016-06-01,
6109,426124,Canada,Quebec,Quebec City,G1B 3L5,Female,Doctor,175830.0,Married,Nova,4792.51,Standard,2017-07-01,
6110,950304,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,229203.0,Married,Nova,4792.81,Standard,2014-04-01,
6111,829476,Canada,Ontario,Kingston,M9K 2P4,Female,Master,104812.0,Divorced,Nova,4794.48,Standard,2018-06-01,
6112,626762,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,92469.0,Single,Nova,4794.96,Standard,2017-10-01,
6113,461974,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,56104.0,Married,Nova,4795.39,Standard,2017-11-01,
6114,819718,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,88871.0,Married,Nova,4798.24,Standard,2013-02-01,
6115,165260,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Nova,4799.62,Standard,2015-06-01,
6116,551828,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,53719.0,Married,Nova,4802.48,Standard,2013-06-01,
6117,853641,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,53719.0,Married,Nova,4802.48,Standard,2014-11-01,
